LineNumber,OrderId,InitialId,ParentId,Side,Product,DeliveryStart,DeliveryEnd,CreationTime,DeliveryArea,ExecutionRestriction,UserDefinedBlock,LinkedBasketId,RevisionNo,ActionCode,TransactionTime,ValidityTime,Price,Currency,Quantity,QuantityUnit,Volume,VolumeUnit
91,11591799841,11591799841,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 06:45:00+00:00,2021-06-26 07:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
92,11591799842,11591799842,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:00:00+00:00,2021-06-26 20:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
93,11591799843,11591799843,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:15:00+00:00,2021-06-26 20:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.5,MAW,0.125,MWH
94,11591799844,11591799844,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:45:00+00:00,2021-06-26 21:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.6,MAW,0.15,MWH
95,11591799845,11591799845,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:15:00+00:00,2021-06-26 17:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
96,11591799846,11591799846,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:30:00+00:00,2021-06-26 17:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
97,11591799847,11591799847,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:45:00+00:00,2021-06-26 18:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
98,11591799848,11591799848,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:00:00+00:00,2021-06-26 04:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
99,11591799849,11591799849,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:15:00+00:00,2021-06-26 04:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.7,MAW,0.175,MWH
100,11591799850,11591799850,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 04:30:00+00:00,2021-06-26 04:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
101,11591799851,11591799851,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 08:30:00+00:00,2021-06-26 08:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
102,11591799852,11591799852,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 08:45:00+00:00,2021-06-26 09:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
103,11591799853,11591799853,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 12:00:00+00:00,2021-06-26 12:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
104,11591799854,11591799854,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 12:45:00+00:00,2021-06-26 13:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
105,11591799855,11591799855,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:15:00+00:00,2021-06-26 09:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
106,11591799856,11591799856,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:30:00+00:00,2021-06-26 09:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
107,11591799857,11591799857,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 09:45:00+00:00,2021-06-26 10:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:22.871000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
108,11591799971,11591799971,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 03:15:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
109,11591799972,11591799972,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:15:00+00:00,2021-06-26 03:30:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
110,11591799973,11591799973,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 03:30:00+00:00,2021-06-26 03:45:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,0.5,MAW,0.125,MWH
111,11591799976,11591799976,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 21:15:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
112,11591799977,11591799977,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:15:00+00:00,2021-06-26 21:30:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
113,11591799978,11591799978,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 21:30:00+00:00,2021-06-26 21:45:00+00:00,2021-06-25 13:00:23.998000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:23.998000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
114,11591799970,11591799970,0.0,SELL,XBID_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,2021-06-25 13:00:24.013000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:24.013000+00:00,0.0,500.0,EUR,1.0,MAW,1.0,MWH
115,11591799974,11591799974,0.0,SELL,XBID_Hour_Power,2021-06-26 05:00:00+00:00,2021-06-26 06:00:00+00:00,2021-06-25 13:00:24.013000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:24.013000+00:00,0.0,500.0,EUR,1.0,MAW,1.0,MWH
116,11591799975,11591799975,0.0,SELL,XBID_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 22:00:00+00:00,2021-06-25 13:00:24.013000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:24.013000+00:00,0.0,500.0,EUR,4.0,MAW,4.0,MWH
117,11591799992,11591799992,0.0,BUY,XBID_Hour_Power,2021-06-26 07:00:00+00:00,2021-06-26 08:00:00+00:00,2021-06-25 13:00:24.159000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:24.159000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
118,11591799993,11591799993,0.0,SELL,XBID_Hour_Power,2021-06-26 07:00:00+00:00,2021-06-26 08:00:00+00:00,2021-06-25 13:00:24.159000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:24.159000+00:00,0.0,499.99,EUR,1.0,MAW,1.0,MWH
119,11591800258,11591800258,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:25.586000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
120,11591800259,11591800259,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:25.586000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
121,11591800260,11591800260,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,2021-06-25 13:00:25.586000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:25.586000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
122,11591800257,11591800257,0.0,SELL,XBID_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,2021-06-25 13:00:25.818000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:25.818000+00:00,0.0,500.0,EUR,4.0,MAW,4.0,MWH
123,11591800308,11591800308,0.0,SELL,XBID_Hour_Power,2021-06-26 18:00:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:26.049000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:26.049000+00:00,0.0,500.0,EUR,2.0,MAW,2.0,MWH
124,11591800552,11591800552,0.0,BUY,XBID_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
125,11591800553,11591800553,11591805270.0,SELL,XBID_Hour_Power,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,499.99,EUR,4.0,MAW,4.0,MWH
126,11591800554,11591800554,0.0,BUY,XBID_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
127,11591800555,11591800555,0.0,SELL,XBID_Hour_Power,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,499.99,EUR,1.0,MAW,1.0,MWH
128,11591800556,11591800556,0.0,BUY,XBID_Hour_Power,2021-06-26 05:00:00+00:00,2021-06-26 06:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
129,11591800557,11591800557,0.0,SELL,XBID_Hour_Power,2021-06-26 05:00:00+00:00,2021-06-26 06:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,499.99,EUR,1.0,MAW,1.0,MWH
130,11591800558,11591800558,0.0,BUY,XBID_Hour_Power,2021-06-26 18:00:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
131,11591800559,11591800559,0.0,SELL,XBID_Hour_Power,2021-06-26 18:00:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,499.99,EUR,2.0,MAW,2.0,MWH
132,11591800560,11591800560,0.0,BUY,XBID_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 22:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,-222.0,EUR,1.0,MAW,1.0,MWH
133,11591800561,11591800561,0.0,SELL,XBID_Hour_Power,2021-06-26 21:00:00+00:00,2021-06-26 22:00:00+00:00,2021-06-25 13:00:27.989000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:27.989000+00:00,0.0,499.99,EUR,4.0,MAW,4.0,MWH
134,11591801232,11591801232,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 13:30:00+00:00,2021-06-26 13:45:00+00:00,2021-06-25 13:00:35.899000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:35.899000+00:00,0.0,500.0,EUR,0.1,MAW,0.025,MWH
135,11591801233,11591801233,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 13:45:00+00:00,2021-06-26 14:00:00+00:00,2021-06-25 13:00:35.899000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:35.899000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
136,11591801379,11591801379,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:15:00+00:00,2021-06-26 18:30:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:37.058000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
137,11591801380,11591801380,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:30:00+00:00,2021-06-26 18:45:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:37.058000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
138,11591801381,11591801381,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 18:45:00+00:00,2021-06-26 19:00:00+00:00,2021-06-25 13:00:37.058000+00:00,NL,NON,N,0.0,1,A,2021-06-25 13:00:37.058000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
139,11591799774,11591799774,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 15:15:00+00:00,2021-06-26 15:30:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
140,11591799775,11591799775,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 15:30:00+00:00,2021-06-26 15:45:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
141,11591799776,11591799776,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 15:45:00+00:00,2021-06-26 16:00:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
142,11591799778,11591799778,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 11:00:00+00:00,2021-06-26 11:15:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
143,11591799779,11591799779,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 11:15:00+00:00,2021-06-26 11:30:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
144,11591799780,11591799780,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 11:45:00+00:00,2021-06-26 12:00:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.7,MAW,0.175,MWH
145,11591799781,11591799781,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 10:00:00+00:00,2021-06-26 10:15:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
146,11591799782,11591799782,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 10:15:00+00:00,2021-06-26 10:30:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
147,11591799783,11591799783,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 10:30:00+00:00,2021-06-26 10:45:00+00:00,2021-06-25 13:00:22.392000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
148,11591799813,11591799813,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 07:15:00+00:00,2021-06-26 07:30:00+00:00,2021-06-25 13:00:22.850000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.3,MAW,0.075,MWH
149,11591799814,11591799814,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 07:30:00+00:00,2021-06-26 07:45:00+00:00,2021-06-25 13:00:22.850000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.6,MAW,0.15,MWH
150,11591799815,11591799815,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 07:45:00+00:00,2021-06-26 08:00:00+00:00,2021-06-25 13:00:22.850000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
151,11591799818,11591799818,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 01:00:00+00:00,2021-06-26 01:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
152,11591799819,11591799819,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 01:15:00+00:00,2021-06-26 01:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
153,11591799820,11591799820,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 01:30:00+00:00,2021-06-26 01:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
154,11591799821,11591799821,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 02:00:00+00:00,2021-06-26 02:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
155,11591799822,11591799822,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 02:15:00+00:00,2021-06-26 02:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
156,11591799823,11591799823,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 02:30:00+00:00,2021-06-26 02:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
157,11591799824,11591799824,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 16:15:00+00:00,2021-06-26 16:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
158,11591799825,11591799825,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 16:30:00+00:00,2021-06-26 16:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
159,11591799826,11591799826,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 16:45:00+00:00,2021-06-26 17:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
160,11591799827,11591799827,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 00:00:00+00:00,2021-06-26 00:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
161,11591799828,11591799828,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 00:15:00+00:00,2021-06-26 00:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
162,11591799829,11591799829,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 00:30:00+00:00,2021-06-26 00:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
163,11591799830,11591799830,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
164,11591799831,11591799831,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.9,MAW,0.225,MWH
165,11591799832,11591799832,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.4,MAW,0.1,MWH
166,11591799833,11591799833,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 14:15:00+00:00,2021-06-26 14:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.6,MAW,0.15,MWH
167,11591799834,11591799834,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 14:30:00+00:00,2021-06-26 14:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
168,11591799835,11591799835,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 14:45:00+00:00,2021-06-26 15:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
169,11591799836,11591799836,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 19:15:00+00:00,2021-06-26 19:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
170,11591799837,11591799837,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 19:30:00+00:00,2021-06-26 19:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
171,11591799838,11591799838,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 19:45:00+00:00,2021-06-26 20:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
172,11591799839,11591799839,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 06:15:00+00:00,2021-06-26 06:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
173,11591799840,11591799840,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 06:30:00+00:00,2021-06-26 06:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.5,MAW,0.125,MWH
174,11591799841,11591799841,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 06:45:00+00:00,2021-06-26 07:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.8,MAW,0.2,MWH
175,11591799842,11591799842,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:00:00+00:00,2021-06-26 20:15:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.2,MAW,0.05,MWH
176,11591799843,11591799843,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:15:00+00:00,2021-06-26 20:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.5,MAW,0.125,MWH
177,11591799844,11591799844,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 20:45:00+00:00,2021-06-26 21:00:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,0.6,MAW,0.15,MWH
178,11591799845,11591799845,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:15:00+00:00,2021-06-26 17:30:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,1.0,MAW,0.25,MWH
179,11591799846,11591799846,0.0,SELL,Intraday_Quarter_Hour_Power,2021-06-26 17:30:00+00:00,2021-06-26 17:45:00+00:00,2021-06-25 13:00:22.871000+00:00,NL,NON,N,0.0,2,H,2021-06-25 13:00:41.068000+00:00,0.0,500.0,EUR,2.0,MAW,0.5,MWH
