,OrderId,TransactionTime,ActionCode,Side,DeliveryStart,DeliveryEnd,Price,Volume,Comments
13,11592488304,2021-06-25 19:32:55.009000+00:00,M,BUY,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,82.98,0.3,
14,11592386974,2021-06-25 19:32:57.512000+00:00,P,SELL,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,76.0,0.2999999999999998,
15,11592488373,2021-06-25 19:32:57.512000+00:00,P,BUY,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,76.29,0.10000000000000003,
16,11592488373,2021-06-25 19:32:57.512000+00:00,M,BUY,2021-06-26 03:00:00+00:00,2021-06-26 04:00:00+00:00,76.29,0.3,
17,11592488670,2021-06-25 19:33:16.405000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.06,1.6999999999999993,
18,11592489273,2021-06-25 19:33:32.944000+00:00,M,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,80.91,5.0,
19,11592488302,2021-06-25 19:34:09.035000+00:00,M,BUY,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,78.62,0.3,
20,11592488303,2021-06-25 19:34:09.035000+00:00,M,BUY,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,78.36,0.4,
21,11592490604,2021-06-25 19:34:22.418000+00:00,M,BUY,2021-06-26 00:00:00+00:00,2021-06-26 01:00:00+00:00,78.53,0.8,
22,11592490605,2021-06-25 19:34:22.418000+00:00,P,SELL,2021-06-26 00:00:00+00:00,2021-06-26 00:15:00+00:00,76.98,0.15000000000000002,
23,11592490605,2021-06-25 19:34:22.418000+00:00,P,SELL,2021-06-26 00:00:00+00:00,2021-06-26 00:15:00+00:00,76.98,0.025,
24,11592490605,2021-06-25 19:34:22.418000+00:00,M,SELL,2021-06-26 00:00:00+00:00,2021-06-26 00:15:00+00:00,76.98,0.025,
25,11592490606,2021-06-25 19:34:22.418000+00:00,P,SELL,2021-06-26 00:15:00+00:00,2021-06-26 00:30:00+00:00,80.29,0.07500000000000001,
26,11592490606,2021-06-25 19:34:22.418000+00:00,M,SELL,2021-06-26 00:15:00+00:00,2021-06-26 00:30:00+00:00,80.29,0.125,
27,11592490607,2021-06-25 19:34:22.418000+00:00,M,SELL,2021-06-26 00:30:00+00:00,2021-06-26 00:45:00+00:00,77.9,0.2,
28,11592490608,2021-06-25 19:34:22.418000+00:00,M,SELL,2021-06-26 00:45:00+00:00,2021-06-26 01:00:00+00:00,75.34,0.2,
29,11592489883,2021-06-25 19:34:23.822000+00:00,M,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,84.25,2.5,
30,11592490761,2021-06-25 19:34:23.822000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,85.7,0.09999999999999964,
31,11592490761,2021-06-25 19:34:23.822000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,85.7,0.625,
32,11592490761,2021-06-25 19:34:23.822000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,85.7,0.30000000000000027,
33,11592490761,2021-06-25 19:34:23.822000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,85.7,2.5,
34,11592490761,2021-06-25 19:34:23.822000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,85.7,0.025000000000000133,
35,11592490936,2021-06-25 19:34:37.691000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.125,
36,11592490936,2021-06-25 19:34:37.693000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.1499999999999999,
37,11592490936,2021-06-25 19:34:37.722000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.40000000000000013,
38,11592490936,2021-06-25 19:34:38.063000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.050000000000000044,
39,11592490936,2021-06-25 19:34:38.063000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.17499999999999982,
40,11592490936,2021-06-25 19:34:38.289000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.025000000000000133,
41,11592490936,2021-06-25 19:34:38.289000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,0.07499999999999996,
42,11592490936,2021-06-25 19:34:39.132000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.2,1.0,
43,11592491547,2021-06-25 19:34:47.130000+00:00,M,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.76,2.5,
44,11592491628,2021-06-25 19:34:47.130000+00:00,M,BUY,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.76,2.5,
45,11592490019,2021-06-25 19:35:03.704000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.25,
46,11592494731,2021-06-25 19:36:43.187000+00:00,P,BUY,2021-06-26 13:00:00+00:00,2021-06-26 14:00:00+00:00,66.4,0.09999999999999998,
47,11592494731,2021-06-25 19:36:43.187000+00:00,M,BUY,2021-06-26 13:00:00+00:00,2021-06-26 14:00:00+00:00,66.4,0.9,
48,11592494729,2021-06-25 19:36:43.194000+00:00,P,BUY,2021-06-26 13:00:00+00:00,2021-06-26 14:00:00+00:00,66.4,0.9,
49,11592494729,2021-06-25 19:36:43.194000+00:00,M,BUY,2021-06-26 13:00:00+00:00,2021-06-26 14:00:00+00:00,66.4,0.1,
50,11592490019,2021-06-25 19:36:46.150000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.02499999999999991,
51,11592490019,2021-06-25 19:39:31.219000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.125,
0,11592491285,2021-06-25 19:40:09.951000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.02499999999999991,
1,11592491285,2021-06-25 19:40:34.546000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.025000000000000133,
2,11592491019,2021-06-25 19:40:35.325000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.71,1.0,
3,11592491285,2021-06-25 19:40:40.658000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.625,
4,11592491285,2021-06-25 19:40:40.659000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.575,
5,11592491285,2021-06-25 19:40:40.659000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.050000000000000044,
6,11592491285,2021-06-25 19:41:06.428000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.09999999999999987,
7,11592491285,2021-06-25 19:41:06.532000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.07500000000000018,
8,11592491285,2021-06-25 19:41:09.585000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,1.025,
9,11592491285,2021-06-25 19:41:09.585000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.19999999999999996,
10,11592490019,2021-06-25 19:41:24.598000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.025000000000000133,
11,11592491285,2021-06-25 19:41:40.022000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.050000000000000044,
12,11592490019,2021-06-25 19:41:45.988000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.32499999999999996,
13,11592500795,2021-06-25 19:42:09.354000+00:00,M,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,80.26,2.7,
14,11592491285,2021-06-25 19:42:10.032000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.050000000000000044,
15,11592491285,2021-06-25 19:42:33.602000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.04999999999999993,
16,11592491285,2021-06-25 19:43:10.071000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.07500000000000007,
17,11592491285,2021-06-25 19:43:40.082000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.04999999999999993,
18,11592491285,2021-06-25 19:44:10.088000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.050000000000000044,
19,11592446233,2021-06-25 19:44:19.146000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,65.6,1.25,
20,11592491285,2021-06-25 19:44:40.114000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.07499999999999996,
21,11592494254,2021-06-25 19:44:56.966000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.25,
22,11592500408,2021-06-25 19:44:56.966000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.24999999999999978,
23,11592504717,2021-06-25 19:44:56.966000+00:00,P,SELL,2021-06-25 23:45:00+00:00,2021-06-26 00:00:00+00:00,74.33,0.25,
24,11592494254,2021-06-25 19:44:57.230000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.5,
25,11592500408,2021-06-25 19:44:57.230000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.5,
26,11592504717,2021-06-25 19:44:57.230000+00:00,P,SELL,2021-06-25 23:45:00+00:00,2021-06-26 00:00:00+00:00,74.33,0.49999999999999994,
27,11592505227,2021-06-25 19:44:57.230000+00:00,P,SELL,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,78.14,0.25,
28,11592490019,2021-06-25 19:45:09.767000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.25,
29,11592505399,2021-06-25 19:45:09.767000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
30,11592491285,2021-06-25 19:45:19.626000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.07500000000000007,
31,11592505400,2021-06-25 19:45:20.476000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.10000000000000009,
32,11592500408,2021-06-25 19:45:30.350000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.5,
33,11592504717,2021-06-25 19:45:30.350000+00:00,M,SELL,2021-06-25 23:45:00+00:00,2021-06-26 00:00:00+00:00,74.33,0.325,
34,11592505744,2021-06-25 19:45:30.350000+00:00,P,SELL,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,77.89,0.5,
35,11592506136,2021-06-25 19:45:30.350000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.5,
36,11592490019,2021-06-25 19:45:31.423000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.02499999999999991,
37,11592490019,2021-06-25 19:45:37.935000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.25,
38,11592506262,2021-06-25 19:45:37.935000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
39,11592490019,2021-06-25 19:45:38.128000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.25000000000000006,
40,11592506262,2021-06-25 19:45:38.128000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
41,11592506503,2021-06-25 19:45:38.128000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,68.46,0.25,
42,11592506504,2021-06-25 19:45:38.128000+00:00,M,BUY,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,88.82,0.25,
43,11592506505,2021-06-25 19:45:38.128000+00:00,M,BUY,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,88.24,0.25,
44,11592506506,2021-06-25 19:45:38.128000+00:00,P,BUY,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,81.85,0.04999999999999999,
45,11592506506,2021-06-25 19:45:38.128000+00:00,M,BUY,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,81.85,0.2,
46,11592506507,2021-06-25 19:45:38.128000+00:00,M,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,80.99,1.0,
47,11592490019,2021-06-25 19:45:38.157000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.25,
48,11592490019,2021-06-25 19:45:38.157000+00:00,M,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.175,
49,11592492171,2021-06-25 19:45:38.157000+00:00,P,SELL,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,79.89,0.050000000000000044,
50,11592506262,2021-06-25 19:45:38.157000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
51,11592506262,2021-06-25 19:45:38.157000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
52,11592506077,2021-06-25 19:45:38.999000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,5.0,
53,11592506077,2021-06-25 19:45:40.333000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,5.0,
54,11592506077,2021-06-25 19:45:41.947000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,3.2,
55,11592506262,2021-06-25 19:45:48.523000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.25,
56,11592506262,2021-06-25 19:45:49.691000+00:00,P,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.024999999999999994,
57,11592491285,2021-06-25 19:45:55.163000+00:00,P,BUY,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.11,0.04999999999999993,
58,11592407785,2021-06-25 19:45:56.444000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,63.0,2.5,
59,11592506647,2021-06-25 19:46:08.100000+00:00,M,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.22,0.175,
60,11592507278,2021-06-25 19:46:08.100000+00:00,M,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,86.8,0.1,
61,11592507284,2021-06-25 19:46:08.100000+00:00,M,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,87.75,0.05,
62,11592492171,2021-06-25 19:46:08.107000+00:00,P,SELL,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,79.89,0.09999999999999987,
63,11592492171,2021-06-25 19:46:08.110000+00:00,P,SELL,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,79.89,0.15000000000000013,
64,11592507405,2021-06-25 19:46:08.110000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,68.42,0.15,
65,11592507406,2021-06-25 19:46:08.110000+00:00,M,BUY,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,89.77,0.15,
66,11592507407,2021-06-25 19:46:08.110000+00:00,M,BUY,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,88.24,0.15,
67,11592507408,2021-06-25 19:46:08.110000+00:00,M,BUY,2021-06-25 22:45:00+00:00,2021-06-25 23:00:00+00:00,81.8,0.15,
68,11592506077,2021-06-25 19:46:19.894000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,1.8,
69,11592507705,2021-06-25 19:46:24.507000+00:00,M,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,80.94,1.1,
70,11592506077,2021-06-25 19:46:25.996000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,5.0,
71,11592506077,2021-06-25 19:46:27.520000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,5.0,
72,11592507185,2021-06-25 19:46:28.457000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,63.0,2.5,
73,11592507990,2021-06-25 19:46:33.115000+00:00,M,BUY,2021-06-25 22:00:00+00:00,2021-06-25 22:15:00+00:00,63.0,2.5,
74,11592508590,2021-06-25 19:46:54.546000+00:00,P,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.78,0.125,
75,11592508590,2021-06-25 19:46:54.546000+00:00,M,SELL,2021-06-25 22:30:00+00:00,2021-06-25 22:45:00+00:00,86.78,0.025,
76,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
77,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
78,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
79,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
80,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
81,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
82,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
83,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
84,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
85,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
86,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
87,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
88,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
89,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
90,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
91,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
92,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
93,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
94,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
95,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
96,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
97,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.4,
98,11592492781,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.6,
99,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
100,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
101,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
102,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
103,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
104,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
105,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
106,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
107,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
108,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
109,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
110,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
111,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
112,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,3.1,
113,11592502854,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-26 01:00:00+00:00,2021-06-26 02:00:00+00:00,73.52,1.9,
114,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,5.0,
115,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,3.0,
116,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,2.0,
117,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,3.0,
118,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,2.0,
119,11592506077,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,3.0,
120,11592506077,2021-06-25 19:46:57.660000+00:00,M,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.0,0.5,
121,11592508667,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.32,3.8999999999999986,
122,11592508667,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.32,5.000000000000002,
123,11592508667,2021-06-25 19:46:57.660000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.32,5.0,
124,11592500408,2021-06-25 19:46:58.573000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.5,
125,11592505744,2021-06-25 19:46:58.573000+00:00,P,SELL,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,77.89,0.5,
126,11592506360,2021-06-25 19:46:58.573000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.5,
127,11592480329,2021-06-25 19:47:24.251000+00:00,P,SELL,2021-06-26 00:30:00+00:00,2021-06-26 00:45:00+00:00,80.0,0.3250000000000002,
128,11592506045,2021-06-25 19:47:24.251000+00:00,P,SELL,2021-06-26 00:45:00+00:00,2021-06-26 01:00:00+00:00,75.51,0.625,
129,11592511127,2021-06-25 19:48:43.259000+00:00,M,SELL,2021-06-25 22:15:00+00:00,2021-06-25 22:30:00+00:00,87.38,0.15,
130,11592492781,2021-06-25 19:49:18.346000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,2.3,
131,11592492781,2021-06-25 19:49:47.703000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,0.1,
132,11592492781,2021-06-25 19:49:47.703000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,4.8,
133,11592500408,2021-06-25 19:49:56.429000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.275,
134,11592508914,2021-06-25 19:49:56.429000+00:00,P,SELL,2021-06-25 23:15:00+00:00,2021-06-25 23:30:00+00:00,80.68,0.2749999999999999,
135,11592509468,2021-06-25 19:49:56.429000+00:00,M,SELL,2021-06-25 23:30:00+00:00,2021-06-25 23:45:00+00:00,78.58,0.25,
136,11592500408,2021-06-25 19:49:56.603000+00:00,M,SELL,2021-06-25 23:00:00+00:00,2021-06-25 23:15:00+00:00,82.12,0.15,
0,11592492781,2021-06-25 19:50:10.736000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,0.2,
1,11592492781,2021-06-25 19:50:10.736000+00:00,P,SELL,2021-06-25 23:00:00+00:00,2021-06-26 00:00:00+00:00,80.0,3.1,
2,11592511894,2021-06-25 19:50:16.881000+00:00,P,SELL,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.21,4.1,
3,11592513727,2021-06-25 19:50:16.881000+00:00,P,BUY,2021-06-25 22:00:00+00:00,2021-06-25 23:00:00+00:00,81.22,0.9000000000000004,
